club_seed_id,country,state_province_code,state_province_name,club_name,club_type,size_tier,generation_method
299,US,CA,California,Four Corners Pickleball Club,Retirement Community Club,Medium,ai_seed_template_v1
300,US,CA,California,San Diego Society,Tournament Club,Tiny,ai_seed_template_v1
301,US,CA,California,Prime Time Pickleball Club,Indoor Facility Club,Tiny,ai_seed_template_v1
302,US,CA,California,Orange County Court Collective,Indoor Facility Club,Small,ai_seed_template_v1
303,US,CA,California,Pacific Coast Pickleball Paddle Club,Tournament Club,Tiny,ai_seed_template_v1
304,US,CA,California,Bay Area Rally Society,Tournament Club,Medium,ai_seed_template_v1
305,US,CA,California,Open Play Pickleball Association,Indoor Facility Club,Small,ai_seed_template_v1
306,US,CA,California,Golden State Crew,League Organization,Tiny,ai_seed_template_v1
307,US,CA,California,Victory Association,Competitive Training Club,Tiny,ai_seed_template_v1
308,US,CA,California,Central Valley Rally Center,Competitive Training Club,Small,ai_seed_template_v1
309,US,CA,California,All-Court League,Public Park Club,Tiny,ai_seed_template_v1
310,US,CA,California,Redwood Paddle Rec Club,League Organization,Small,ai_seed_template_v1
311,US,CA,California,Central Valley Pickleball League,Tournament Club,Medium,ai_seed_template_v1
312,US,CA,California,Home Court Collective,Community Recreation Club,Medium,ai_seed_template_v1
313,US,CA,California,Orange County Pickleball Club,Competitive Training Club,Small,ai_seed_template_v1
314,US,CA,California,Courtyard Pickleball Club,Indoor Facility Club,Medium,ai_seed_template_v1
315,US,CA,California,Heritage Court Club,Tournament Club,Tiny,ai_seed_template_v1
316,US,CA,California,Uptown Crew,Tournament Club,Tiny,ai_seed_template_v1
317,US,CA,California,San Diego Pickleball Rec Club,Social Club,Small,ai_seed_template_v1
318,US,CA,California,San Diego Paddle Crew,Community Recreation Club,Medium,ai_seed_template_v1
319,US,CA,California,Bay Area Paddle Community,Retirement Community Club,Tiny,ai_seed_template_v1
320,US,CA,California,Orange County Smash League,Tournament Club,Tiny,ai_seed_template_v1
321,US,CA,California,Ace Point Serve Collective,Tournament Club,Small,ai_seed_template_v1
322,US,CA,California,Four Corners Baseline Society,Indoor Facility Club,Small,ai_seed_template_v1
323,US,CA,California,Summit Drop Shot Society,Retirement Community Club,Medium,ai_seed_template_v1
324,US,CA,California,Match Point Drop Shot League,League Organization,Small,ai_seed_template_v1
325,US,CA,California,Central Valley Rally League,Social Club,Medium,ai_seed_template_v1
326,US,CA,California,Open Play Drop Shot Paddle Club,Tournament Club,Tiny,ai_seed_template_v1
327,US,CA,California,Central Valley Court Association,Private Athletic Club,Small,ai_seed_template_v1
328,US,CA,California,Redwood Side Out Center,League Organization,Small,ai_seed_template_v1
329,US,CA,California,Central Valley Paddle Racquet & Paddle Club,Tournament Club,Tiny,ai_seed_template_v1
330,US,CA,California,Sierra Court Community,Competitive Training Club,Small,ai_seed_template_v1
331,US,CA,California,Active Life Pickleball Club,Community Recreation Club,Small,ai_seed_template_v1
332,US,CA,California,Pioneer Paddle Athletic Club,Tournament Club,Small,ai_seed_template_v1
333,US,CA,California,SoCal Paddle Racquet & Paddle Club,Competitive Training Club,Medium,ai_seed_template_v1
334,US,CA,California,Downtown Dink Rec Club,Private Athletic Club,Medium,ai_seed_template_v1
335,US,CA,California,Match Point Crew,Tournament Club,Large,ai_seed_template_v1
336,US,CA,California,Active Life Side Out Academy,Indoor Facility Club,Mega,ai_seed_template_v1
337,US,CA,California,Westside Pickleball Racquet & Paddle Club,Private Athletic Club,Medium,ai_seed_template_v1
338,US,CA,California,Baseline Association,Indoor Facility Club,Tiny,ai_seed_template_v1
339,US,CA,California,Northside Rally Academy,Social Club,Tiny,ai_seed_template_v1
340,US,CA,California,Pacific Coast Center,Tournament Club,Large,ai_seed_template_v1
341,US,CA,California,Civic Rally Crew,Tournament Club,Small,ai_seed_template_v1
342,US,CA,California,Redwood Lob Athletic Club,Community Recreation Club,Medium,ai_seed_template_v1
343,US,CA,California,Bay Area Dink Center,Retirement Community Club,Medium,ai_seed_template_v1
344,US,CA,California,Highland Racquet & Paddle Club,League Organization,Small,ai_seed_template_v1
345,US,CA,California,Eastside Pickleball Society,Indoor Facility Club,Small,ai_seed_template_v1
346,US,CA,California,Orange County Pickleball Association,Tournament Club,Tiny,ai_seed_template_v1
347,US,CA,California,Pacific Coast Paddle Society,Community Recreation Club,Tiny,ai_seed_template_v1
348,US,CA,California,Next Point Smash Crew,Indoor Facility Club,Medium,ai_seed_template_v1
349,US,CA,California,Bay Area Pickleball Academy,Private Athletic Club,Small,ai_seed_template_v1
350,US,CA,California,Bay Area Pickleball Paddle Club,Community Recreation Club,Tiny,ai_seed_template_v1
351,US,CA,California,Prime Time Smash Society,Retirement Community Club,Tiny,ai_seed_template_v1
352,US,CA,California,Premier Rec Club,Retirement Community Club,Small,ai_seed_template_v1
353,US,CA,California,Sierra Paddle Club,Tournament Club,Small,ai_seed_template_v1
354,US,CA,California,Prime Time Paddle Crew,Indoor Facility Club,Small,ai_seed_template_v1
355,US,CA,California,Bay Area Baseline Center,Tournament Club,Tiny,ai_seed_template_v1
356,US,CA,California,Uptown Dink Community,Indoor Facility Club,Tiny,ai_seed_template_v1
357,US,CA,California,Bay Area League,Tournament Club,Large,ai_seed_template_v1
358,US,CA,California,Open Play Paddle Club,Indoor Facility Club,Medium,ai_seed_template_v1
359,US,CA,California,Sierra Rec Club,Public Park Club,Small,ai_seed_template_v1
360,US,CA,California,Victory Court Academy,League Organization,Medium,ai_seed_template_v1
361,US,CA,California,Pacific Coast Dink Club,Competitive Training Club,Tiny,ai_seed_template_v1
362,US,CA,California,Northside Rally Center,Public Park Club,Small,ai_seed_template_v1
363,US,CA,California,Sierra League,Retirement Community Club,Tiny,ai_seed_template_v1
364,US,CA,California,Metro Rally Club,Indoor Facility Club,Tiny,ai_seed_template_v1
365,US,CA,California,Central Pickleball Athletic Club,League Organization,Medium,ai_seed_template_v1
366,US,CA,California,Pacific Coast Court Crew,Public Park Club,Medium,ai_seed_template_v1
367,US,CA,California,Next Point Center,Tournament Club,Small,ai_seed_template_v1
368,US,CA,California,SoCal Dink Club,Retirement Community Club,Small,ai_seed_template_v1
369,US,CA,California,Cornerstone Club,Community Recreation Club,Large,ai_seed_template_v1
370,US,CA,California,Golden State Rec Club,Public Park Club,Medium,ai_seed_template_v1
371,US,CA,California,Open Play Pickleball Club,Community Recreation Club,Small,ai_seed_template_v1
372,US,CA,California,Redwood Rally Society,Social Club,Tiny,ai_seed_template_v1
373,US,CA,California,Pacific Coast Paddle League,Social Club,Tiny,ai_seed_template_v1
374,US,CA,California,Home Court Community,Tournament Club,Medium,ai_seed_template_v1
375,US,CA,California,Prime Time Rally Racquet & Paddle Club,Community Recreation Club,Large,ai_seed_template_v1
376,US,CA,California,Victory Lob Community,Public Park Club,Medium,ai_seed_template_v1
377,US,CA,California,San Diego League,Private Athletic Club,Tiny,ai_seed_template_v1
378,US,CA,California,Riverside Rally Collective,Community Recreation Club,Tiny,ai_seed_template_v1
379,US,CA,California,Home Court Pickleball Collective,Community Recreation Club,Medium,ai_seed_template_v1
380,US,CA,California,Central Valley Dink Club,Private Athletic Club,Medium,ai_seed_template_v1
381,US,CA,California,Sierra Paddle Society,Tournament Club,Small,ai_seed_template_v1
382,US,CA,California,San Diego Rally Pickleball Club,Indoor Facility Club,Small,ai_seed_template_v1
383,US,CA,California,Orange County Rally Paddle Club,Indoor Facility Club,Tiny,ai_seed_template_v1
384,US,CA,California,Golden State Baseline Athletic Club,Social Club,Medium,ai_seed_template_v1
385,US,CA,California,True North Collective,Tournament Club,Medium,ai_seed_template_v1
386,US,CA,California,SoCal Rally Racquet & Paddle Club,Private Athletic Club,Small,ai_seed_template_v1
387,US,CA,California,Heritage Pickleball Club,Private Athletic Club,Tiny,ai_seed_template_v1
388,US,CA,California,Civic Paddle Community,Tournament Club,Tiny,ai_seed_template_v1
389,US,CA,California,Bay Area Rec Club,Tournament Club,Large,ai_seed_template_v1
390,US,CA,California,Prime Time League,League Organization,Tiny,ai_seed_template_v1
391,US,CA,California,Civic Court Crew,League Organization,Small,ai_seed_template_v1
392,US,CA,California,Next Point Serve Rec Club,Private Athletic Club,Medium,ai_seed_template_v1
393,US,CA,California,Uptown Side Out Athletic Club,Private Athletic Club,Medium,ai_seed_template_v1
394,US,CA,California,Prime Time Rally Crew,Community Recreation Club,Small,ai_seed_template_v1
395,US,CA,California,Redwood Pickleball Club,Retirement Community Club,Small,ai_seed_template_v1
396,US,CA,California,Metro Dink Society,Private Athletic Club,Small,ai_seed_template_v1
397,US,CA,California,SoCal Dink Center,Tournament Club,Tiny,ai_seed_template_v1
398,US,CA,California,Redwood Society,Tournament Club,Large,ai_seed_template_v1
399,US,CA,California,Pacesetter Serve Club,Indoor Facility Club,Tiny,ai_seed_template_v1
400,US,CA,California,SoCal Court Rec Club,Competitive Training Club,Tiny,ai_seed_template_v1
401,US,CA,California,Courtyard Drop Shot Academy,Public Park Club,Small,ai_seed_template_v1
402,US,CA,California,Orange County Pickleball League,Private Athletic Club,Large,ai_seed_template_v1
403,US,CA,California,Pacific Coast Paddle Athletic Club,Social Club,Tiny,ai_seed_template_v1
404,US,CA,California,Central Valley Rally Crew,Private Athletic Club,Tiny,ai_seed_template_v1
405,US,CA,California,SoCal Side Out Community,Private Athletic Club,Small,ai_seed_template_v1
406,US,CA,California,Golden State Dink Society,Tournament Club,Medium,ai_seed_template_v1
407,US,CA,California,SoCal Dink Community,Public Park Club,Medium,ai_seed_template_v1
408,US,CA,California,Home Court Pickleball Athletic Club,Private Athletic Club,Medium,ai_seed_template_v1
409,US,CA,California,Central Valley Pickleball Club,Private Athletic Club,Tiny,ai_seed_template_v1
410,US,CA,California,Northside Dink Society,Tournament Club,Tiny,ai_seed_template_v1
411,US,CA,California,All-Court Pickleball Society,Community Recreation Club,Small,ai_seed_template_v1
412,US,CA,California,Sierra Dink Academy,Competitive Training Club,Small,ai_seed_template_v1
413,US,CA,California,Cornerstone Dink Community,Tournament Club,Medium,ai_seed_template_v1
414,US,CA,California,Courtyard Rec Club,Tournament Club,Medium,ai_seed_template_v1
415,US,CA,California,Sierra Pickleball Center,Private Athletic Club,Small,ai_seed_template_v1
416,US,CA,California,SoCal Paddle Collective,Tournament Club,Medium,ai_seed_template_v1
417,US,CA,California,Bay Area Dink Community,Private Athletic Club,Small,ai_seed_template_v1
418,US,CA,California,Golden Paddle Crew,League Organization,Small,ai_seed_template_v1
419,US,CA,California,Pacific Coast Rally Club,Social Club,Tiny,ai_seed_template_v1
420,US,CA,California,Four Corners Crew,Community Recreation Club,Small,ai_seed_template_v1
421,US,CA,California,SoCal Pickleball Collective,Competitive Training Club,Small,ai_seed_template_v1
422,US,CA,California,Next Point Paddle Club,Indoor Facility Club,Medium,ai_seed_template_v1
423,US,CA,California,Ace Point Pickleball Club,Indoor Facility Club,Tiny,ai_seed_template_v1
424,US,CA,California,Sierra Pickleball Club,Private Athletic Club,Tiny,ai_seed_template_v1
425,US,CA,California,Central Valley Lob Crew,Social Club,Tiny,ai_seed_template_v1
426,US,CA,California,Baseline Pickleball Club,Retirement Community Club,Small,ai_seed_template_v1
427,US,CA,California,Ace Point Crew,Private Athletic Club,Medium,ai_seed_template_v1
428,US,CA,California,Pacific Coast Court Association,Private Athletic Club,Medium,ai_seed_template_v1
429,US,CA,California,SoCal Dink Collective,League Organization,Small,ai_seed_template_v1
430,US,CA,California,Northside Collective,Indoor Facility Club,Small,ai_seed_template_v1
431,US,CA,California,Westside Dink Collective,Social Club,Medium,ai_seed_template_v1
432,US,CA,California,Pacific Coast Rally Crew,Tournament Club,Tiny,ai_seed_template_v1
433,US,CA,California,Bay Area Paddle Athletic Club,Community Recreation Club,Small,ai_seed_template_v1
434,US,CA,California,Central Valley Third Shot Society,Tournament Club,Small,ai_seed_template_v1
435,US,CA,California,Redwood Pickleball Racquet & Paddle Club,Public Park Club,Small,ai_seed_template_v1
436,US,CA,California,Redwood Dink Association,Tournament Club,Tiny,ai_seed_template_v1
437,US,CA,California,Central Valley Paddle Association,League Organization,Tiny,ai_seed_template_v1
438,US,CA,California,True North Paddle Collective,Retirement Community Club,Small,ai_seed_template_v1
439,US,CA,California,Redwood Dink Pickleball Club,Competitive Training Club,Small,ai_seed_template_v1
440,US,CA,California,Golden State Lob League,Community Recreation Club,Small,ai_seed_template_v1
441,US,CA,California,Orange County Serve Association,Competitive Training Club,Tiny,ai_seed_template_v1
442,US,CA,California,Bay Area Court Racquet & Paddle Club,Community Recreation Club,Medium,ai_seed_template_v1
443,US,CA,California,SoCal Pickleball Center,Tournament Club,Tiny,ai_seed_template_v1
444,US,CA,California,Orange County League,Community Recreation Club,Small,ai_seed_template_v1
445,US,CA,California,Sierra Center,Private Athletic Club,Medium,ai_seed_template_v1
446,US,CA,California,Redwood Rec Club,Tournament Club,Tiny,ai_seed_template_v1
447,US,CA,California,Community Center,Community Recreation Club,Tiny,ai_seed_template_v1
448,US,CA,California,Central Valley Paddle Community,Indoor Facility Club,Medium,ai_seed_template_v1
449,US,CA,California,Golden State Dink Association,Social Club,Small,ai_seed_template_v1
450,US,CA,California,Central Valley Baseline Crew,Private Athletic Club,Small,ai_seed_template_v1
451,US,CA,California,Summit Rally League,Public Park Club,Small,ai_seed_template_v1
452,US,CA,California,SoCal Court Racquet & Paddle Club,Tournament Club,Small,ai_seed_template_v1
453,US,CA,California,Cornerstone Third Shot Crew,Tournament Club,Small,ai_seed_template_v1
454,US,CA,California,Bay Area Paddle Racquet & Paddle Club,Tournament Club,Small,ai_seed_template_v1
455,US,CA,California,Central Valley Paddle Collective,Social Club,Small,ai_seed_template_v1
456,US,CA,California,Summit Smash League,Community Recreation Club,Tiny,ai_seed_template_v1
457,US,CA,California,Community Paddle Club,Tournament Club,Small,ai_seed_template_v1
458,US,CA,California,Redwood Center,Tournament Club,Small,ai_seed_template_v1
459,US,CA,California,Sierra Academy,Public Park Club,Small,ai_seed_template_v1
460,US,CA,California,Heritage Pickleball Community,Retirement Community Club,Medium,ai_seed_template_v1
461,US,CA,California,SoCal Dink Crew,Public Park Club,Medium,ai_seed_template_v1
462,US,CA,California,Orange County Court Pickleball Club,Private Athletic Club,Tiny,ai_seed_template_v1
463,US,CA,California,San Diego Paddle Racquet & Paddle Club,Tournament Club,Medium,ai_seed_template_v1
464,US,CA,California,Bay Area Racquet & Paddle Club,Indoor Facility Club,Small,ai_seed_template_v1
465,US,CA,California,True North Paddle Club,Indoor Facility Club,Large,ai_seed_template_v1
466,US,CA,California,Bay Area Court Society,Competitive Training Club,Small,ai_seed_template_v1
467,US,CA,California,San Diego Pickleball Collective,Competitive Training Club,Medium,ai_seed_template_v1
468,US,CA,California,Bay Area Academy,League Organization,Small,ai_seed_template_v1
469,US,CA,California,Match Point Rec Club,Indoor Facility Club,Small,ai_seed_template_v1
470,US,CA,California,Bay Area Pickleball Club,Competitive Training Club,Tiny,ai_seed_template_v1
471,US,CA,California,Classic Racquet & Paddle Club,Retirement Community Club,Tiny,ai_seed_template_v1
472,US,CA,California,Southside Pickleball Racquet & Paddle Club,Tournament Club,Small,ai_seed_template_v1
473,US,CA,California,Highland Dink Pickleball Club,Indoor Facility Club,Medium,ai_seed_template_v1
474,US,CA,California,San Diego Pickleball Club,Social Club,Medium,ai_seed_template_v1
475,US,CA,California,Match Point Pickleball Club,Retirement Community Club,Large,ai_seed_template_v1
476,US,CA,California,Four Corners Lob League,Tournament Club,Tiny,ai_seed_template_v1
477,US,CA,California,Classic Serve Association,League Organization,Medium,ai_seed_template_v1
478,US,CA,California,Sierra Court Athletic Club,Tournament Club,Small,ai_seed_template_v1
479,US,CA,California,Ace Point Court League,Indoor Facility Club,Small,ai_seed_template_v1
480,US,CA,California,SoCal Rally Crew,Competitive Training Club,Medium,ai_seed_template_v1
481,US,CA,California,San Diego Court Community,League Organization,Small,ai_seed_template_v1
482,US,CA,California,Sierra Court Collective,Community Recreation Club,Tiny,ai_seed_template_v1
